Aula,010,50
Aula,020,25
Aula,101,30
Aula,105,45
Aula,302,20
Aula,308,15
Aula,315,10
Aula,401,50
Aula,420,35
Aula,421,30
Asignatura,AS101,Matemáticas,25,2024-01-01,2024-04-29,Lunes,08:00,12:00
Asignatura,AS102,Literatura,30,2024-01-03,2024-05-01,Miércoles,14:00,18:00
Asignatura,AS103,Química,20,2024-01-03,2024-05-01,Miércoles,19:00,21:00
Asignatura,AS104,Física,20,2024-05-03,2024-09-06,Viernes,14:00,18:00
CursoExtension,CE101,Inglés,40,12,150.0
CursoExtension,CE102,Química,10,8,200.0
Evento,EI101,Conferencia,100,2024-05-16,09:00,18:00
Evento,EI102,Taller Recreativo,200,2024-04-09,08:00,16:00
EventoExterno,EE101,Concierto,150,2024-07-03,18:00,23:00
EventoExterno,EE102,JATICS,150,2023-06-01,18:00,23:00
Reserva,2024-01-01T08:00:00,2024-01-01T12:00:00,AS101,101
Reserva,2024-01-08T08:00:00,2024-01-08T12:00:00,AS101,101
Reserva,2024-01-15T08:00:00,2024-01-15T12:00:00,AS101,101
Reserva,2024-01-22T08:00:00,2024-01-22T12:00:00,AS101,101
Reserva,2024-01-29T08:00:00,2024-01-29T12:00:00,AS101,101
Reserva,2024-02-05T08:00:00,2024-02-05T12:00:00,AS101,101
Reserva,2024-02-12T08:00:00,2024-02-12T12:00:00,AS101,101
Reserva,2024-02-19T08:00:00,2024-02-19T12:00:00,AS101,101
Reserva,2024-02-26T08:00:00,2024-02-26T12:00:00,AS101,101
Reserva,2024-03-04T08:00:00,2024-03-04T12:00:00,AS101,101
Reserva,2024-03-11T08:00:00,2024-03-11T12:00:00,AS101,101
Reserva,2024-03-18T08:00:00,2024-03-18T12:00:00,AS101,101
Reserva,2024-03-25T08:00:00,2024-03-25T12:00:00,AS101,101
Reserva,2024-04-01T08:00:00,2024-04-01T12:00:00,AS101,101
Reserva,2024-04-08T08:00:00,2024-04-08T12:00:00,AS101,101
Reserva,2024-04-15T08:00:00,2024-04-15T12:00:00,AS101,101
Reserva,2024-04-22T08:00:00,2024-04-22T12:00:00,AS101,101
Reserva,2024-04-29T08:00:00,2024-04-29T12:00:00,AS101,101
Reserva,2024-02-14T08:00:00,2024-02-14T10:00:00,CE101,105
Reserva,2024-02-21T08:00:00,2024-02-21T10:00:00,CE101,105
Reserva,2024-02-28T08:00:00,2024-02-28T10:00:00,CE101,105
Reserva,2024-03-06T08:00:00,2024-03-06T10:00:00,CE101,105
Reserva,2024-03-13T08:00:00,2024-03-13T10:00:00,CE101,105
Reserva,2024-03-20T08:00:00,2024-03-20T10:00:00,CE101,105
Reserva,2024-03-27T08:00:00,2024-03-27T10:00:00,CE101,105
Reserva,2024-04-03T08:00:00,2024-04-03T10:00:00,CE101,105
Reserva,2024-04-10T08:00:00,2024-04-10T10:00:00,CE101,105
Reserva,2024-04-17T08:00:00,2024-04-17T10:00:00,CE101,105
Reserva,2024-04-24T08:00:00,2024-04-24T10:00:00,CE101,105
Reserva,2024-05-01T08:00:00,2024-05-01T10:00:00,CE101,105
Reserva,2024-05-16T09:00:00,2024-05-16T18:00:00,EI101,401,420,421
Reserva,2024-07-03T18:00:00,2024-07-03T23:00:00,EE101,Discográfica Cultural,2000.0,302,308,315,401,420,421
